incident,application,region,prod_line,opened,app_category,priority,urgency,impact,Closed,sup_grp,grp_level,resolved,res_category,cust_time,pend_time,call_log,chat_log
INC000018194248,APP000010007552,R1028,PL1001,2018-03-22 4:18,Software,Priority 4,Medium,Limited,2018-04-03 0:04,SG1103,Level 2,2018-03-23 4:59,Job Failure,88896,0,,
INC000018410301,APP000010027459,R1028,PL1002,2018-05-09 7:41,Software,Priority 3,High,Limited,2018-05-21 0:14,SG1158,Level 2,2018-05-10 13:22,Configuration Error,106814,11458,,8.31E+17
INC000018564222,APP000010029783,R1028,PL1001,2018-06-08 2:50,Software,Priority 3,High,Limited,2018-06-24 0:05,SG1214,Level 2,2018-06-13 7:19,Data Issue,448138,0,,
INC000018889809,APP000010028753,R1028,PL1001,2018-08-14 21:41,Software,Priority 4,Low,Limited,2018-09-18 0:09,SG1115,Level 3,2018-09-07 9:10,Data Issue,2028545,784772,,
INC000019616181,APP0006896,R1028,PL1002,2019-01-14 15:14,Software,Priority 4,Low,Limited,2019-01-25 0:05,SG1123,Level 1,2019-01-14 15:34,Connectivity,1216,0,,
INC000018684535,APP000010020342,R1007,PL1001,2018-07-03 2:27,Software,Priority 4,Low,Limited,2018-07-14 0:05,SG1123,Level 1,2018-07-03 2:38,User Access / Permission,653,0,,8.31E+17
INC000018168338,APP000010027900,R1028,PL1001,2018-03-16 4:45,Software,Priority 3,High,Limited,2018-04-01 0:13,SG1049,Level 2,2018-03-21 7:03,Data Issue,440270,0,,
INC000018911183,APP0004851,R1007,PL1002,2018-08-20 4:53,Software,Priority 4,Low,Limited,2018-09-02 0:03,SG1123,Level 1,2018-08-22 6:21,User knowledge or training error,178038,0,,8.31E+17
INC000019341156,APP000010016112,R1028,PL1001,2018-11-15 23:07,Software,Priority 4,Low,Limited,2018-12-01 0:02,SG1112,Level 2,2018-11-20 4:12,Data Issue,363883,0,,
INC000018299682,APP000010023266,R1001,PL1001,2018-04-16 6:59,Software,Priority 4,Low,Limited,2018-06-05 0:21,SG1034,Level 2,2018-05-25 7:39,Data Issue,3371992,464113,,
INC000018523215,APP000010027175,R1028,PL1001,2018-05-31 16:11,Software,Priority 4,Low,Limited,2018-06-15 0:24,SG1044,Level 1,2018-06-04 21:50,Application Defect (SDLC activities),365896,249113,,
INC000018878919,APP000010029346,R1001,PL1001,2018-08-13 7:05,Software,Priority 3,High,Limited,2018-08-31 0:12,SG1034,Level 2,2018-08-20 20:56,Data Issue,654649,0,,
INC000018277976,APP000010021404,R1016,PL1001,2018-04-10 23:00,Software,Priority 3,High,Limited,2018-04-22 0:09,SG1052,Level 2,2018-04-11 4:50,User Access / Permission,20989,3964,,
INC000018038747,APP000010026365,R1028,PL1001,2018-02-15 2:16,Software,Priority 3,High,Limited,2018-02-26 0:13,SG1116,Level 3,2018-02-15 2:39,Data Issue,1432,0,,
INC000017969167,APP0006052,R1024,PL1001,2018-01-30 15:04,Software,Priority 4,Medium,Limited,2018-02-17 0:04,SG1260,Level 1,2018-02-06 14:43,Configuration Error,603544,517507,,
INC000018916366,APP000010007299,R1016,PL1001,2018-08-20 20:43,Software,Priority 3,High,Limited,2018-09-01 0:06,SG1141,Level 2,2018-08-21 15:14,Data Issue,66650,0,,
INC000018073408,APP000010024042,R1007,PL1001,2018-02-23 7:37,Software,Priority 3,High,Limited,2018-03-11 0:09,SG1018,Level 2,2018-02-28 10:44,Application Defect (SDLC activities),443164,175706,,
INC000018951139,APP000010027900,R1028,PL1001,2018-08-28 4:01,Software,Priority 3,High,Limited,2018-09-09 0:03,SG1112,Level 2,2018-08-29 3:55,Data Issue,86096,0,,
INC000019065496,APP000010007552,R1028,PL1001,2018-09-19 18:39,Software,Priority 4,Medium,Limited,2018-10-02 0:03,SG1073,Level 2,2018-09-21 2:40,Data Issue,115232,0,,
INC000017929403,APP000010023048,R1028,PL1002,2018-01-22 13:42,Software,Priority 4,Low,Limited,2018-02-02 0:08,SG1123,Level 1,2018-01-22 14:27,User knowledge or training error,2679,0,,8.31E+17
INC000018709940,APP000010029783,R1028,PL1001,2018-07-09 4:42,Software,Priority 3,High,Limited,2018-07-21 4:12,SG1214,Level 2,2018-07-10 17:11,Data Issue,131359,0,,
INC000019314124,APP000010022548,R1028,PL1001,2018-11-09 17:19,Software,Priority 4,Low,Limited,2018-11-20 0:04,SG1214,Level 2,2018-11-09 19:00,User knowledge or training error,6026,0,,
INC000018158573,APP000010028834,R1007,PL1002,2018-03-14 9:31,Software,Priority 4,Low,Limited,2018-03-25 0:00,SG1123,Level 1,2018-03-14 9:58,User knowledge or training error,1627,0,,8.31E+17
INC000019234404,APP0006896,R1028,PL1002,2018-10-24 10:24,Software,Priority 4,Low,Limited,2018-11-04 0:05,SG1123,Level 1,2018-10-24 10:57,Connectivity,2010,0,,8.31E+17
INC000018168573,APP000010007299,R1016,PL1001,2018-03-16 5:41,Software,Priority 4,Low,Limited,2018-03-30 0:09,SG1141,Level 2,2018-03-19 3:15,Data Issue,250440,0,,
INC000018964182,APP000010020342,R1007,PL1001,2018-08-30 4:41,Software,Priority 4,Low,Limited,2018-09-10 0:08,SG1123,Level 1,2018-08-30 5:00,User Access / Permission,1176,0,,
INC000018197661,APP000010016112,R1028,PL1001,2018-03-22 21:02,Software,Priority 3,High,Limited,2018-04-09 0:03,SG1248,Level 2,2018-03-29 7:19,Data Issue,555408,0,,
INC000018801989,APP000010023266,R1001,PL1001,2018-07-26 21:52,Software,Priority 3,High,Limited,2018-08-12 0:10,SG1024,Level 2,2018-08-01 2:05,Job Failure,447130,1485,,
INC000018327222,APP000010027488,R1001,PL1001,2018-04-21 15:21,Software,Priority 3,High,Limited,2018-05-05 0:07,SG1132,Level 2,2018-04-24 0:18,Job Failure,205007,68895,,
INC000017903434,APP000010022869,R1001,PL1001,2018-01-16 15:44,Software,Priority 4,Low,Limited,2018-01-29 0:02,SG1033,Level 2,2018-01-18 7:15,Supplies Low,142240,0,,
INC000017842700,APP000010007299,R1016,PL1001,2018-01-04 9:28,Software,Priority 4,Medium,Limited,2018-01-18 0:04,SG1141,Level 2,2018-01-07 0:36,Incident Opened in Error / Not serviced,227283,0,,
INC000018442835,APP000010021404,R1016,PL1001,2018-05-16 4:27,Software,Priority 4,Low,Limited,2018-05-28 0:12,SG1112,Level 2,2018-05-17 6:13,User Access / Permission,92716,90555,,
INC000018808493,APP000010026365,R1028,PL1001,2018-07-29 8:41,Software,Priority 4,Medium,Limited,2018-08-10 0:09,SG1116,Level 3,2018-07-30 3:23,Data Issue,67338,0,,
INC000017877695,APP0006052,R1024,PL1001,2018-01-11 6:29,Software,Priority 3,High,Limited,2018-01-23 0:04,SG1040,Level 1,2018-01-12 9:52,Job Failure,98588,11157,,
INC000018167683,APP000010016140,R1001,PL1001,2018-03-16 1:39,Software,Priority 4,Low,Limited,2018-03-27 0:01,SG1005,Level 2,2018-03-16 4:54,User Access / Permission,11727,0,,
INC000018972286,APP000010027900,R1028,PL1001,2018-08-31 11:56,Software,Priority 3,High,Limited,2018-09-24 0:04,SG1112,Level 2,2018-09-13 16:37,Data Issue,1140070,0,,
INC000017925889,APP000010007299,R1016,PL1001,2018-01-22 4:20,Software,Priority 3,High,Limited,2018-02-02 0:01,SG1141,Level 2,2018-01-22 11:39,Data Issue,26389,0,,
INC000018360984,APP000010027488,R1001,PL1001,2018-04-28 7:44,Software,Priority 4,Medium,Limited,2018-05-11 0:01,SG1034,Level 2,2018-04-30 13:23,User Access / Permission,193175,0,,
INC000018669241,APP000010029783,R1028,PL1001,2018-06-29 2:40,Software,Priority 3,High,Limited,2018-07-10 0:10,SG1214,Level 2,2018-06-29 9:45,Data Issue,25510,0,,
INC000019121103,APP000010007299,R1016,PL1001,2018-10-01 11:13,Software,Priority 4,Low,Limited,2018-10-14 0:07,SG1062,Level 2,2018-10-03 17:41,Data Issue,196069,0,,8.31E+17
INC000018149325,APP000010022548,R1028,PL1001,2018-03-12 17:01,Software,Priority 4,Low,Limited,2018-04-02 0:06,SG1214,Level 2,2018-03-22 23:07,Data Issue,885913,499101,,
INC000018821958,APP000010027175,R1028,PL1001,2018-07-31 14:36,Software,Priority 3,High,Limited,2018-08-11 0:02,SG1116,Level 3,2018-07-31 21:29,Application Defect (SDLC activities),24802,0,,
INC000019186442,APP0006896,R1028,PL1002,2018-10-15 7:13,Software,Priority 4,Low,Limited,2018-10-26 0:07,SG1123,Level 1,2018-10-15 7:22,Connectivity,526,0,,8.31E+17
INC000017881567,APP000010025588,R1016,PL1001,2018-01-11 18:55,Software,Priority 4,Low,Limited,2018-01-22 0:07,SG1123,Level 1,2018-01-11 18:58,User knowledge or training error,220,0,,8.31E+17
INC000018750656,APP000010023266,R1001,PL1001,2018-07-16 22:00,Software,Priority 4,Low,Limited,2018-08-04 0:10,SG1034,Level 2,2018-07-24 2:28,Security / Network password,620927,397334,,
INC000018317947,APP000010024042,R1007,PL1001,2018-04-19 7:17,Software,Priority 3,High,Limited,2018-05-05 0:02,SG1018,Level 2,2018-04-24 21:21,High Memory Utilization,482599,380310,,
INC000018070718,APP000010006077,R1016,PL1001,2018-02-22 16:26,Software,Priority 3,High,Limited,2018-03-06 0:17,SG1106,Level 2,2018-02-23 1:42,Data Issue,33398,0,,
INC000017901670,APP000010007300,R1016,PL1001,2018-01-16 10:16,Software,Priority 4,Low,Limited,2018-01-28 0:12,SG1111,Level 1,2018-01-17 10:04,User knowledge or training error,85671,0,,
INC000018702336,APP000010029495,R1024,PL1001,2018-07-06 6:39,Software,Priority 4,Low,Limited,2018-07-21 4:04,SG1205,Level 2,2018-07-10 7:35,Job Failure,348965,0,,8.31E+17
INC000018889789,APP000010007299,R1016,PL1001,2018-08-14 21:33,Software,Priority 3,High,Limited,2018-08-26 0:07,SG1141,Level 2,2018-08-15 21:50,Data Issue,87400,0,,
INC000018721607,APP000010021404,R1016,PL1001,2018-07-10 20:10,Software,Priority 3,High,Limited,2018-07-22 0:07,SG1112,Level 2,2018-07-11 2:57,User Access / Permission,24416,57,,
INC000018394453,APP000010026365,R1028,PL1001,2018-05-07 2:22,Software,Priority 3,High,Limited,2018-05-18 0:20,SG1116,Level 3,2018-05-07 4:53,Data Issue,9058,0,,
INC000019232073,APP000010016140,R1001,PL1001,2018-10-24 2:35,Software,Priority 4,Low,Limited,2018-11-04 0:01,SG1123,Level 1,2018-10-24 2:40,User knowledge or training error,297,0,,
INC000019351135,APP000010024042,R1007,PL1001,2018-11-19 1:07,Software,Priority 4,Low,Limited,2018-12-01 0:07,SG1072,Level 2,2018-11-20 1:46,Physical environmental failure,88734,0,,8.31E+17
INC000018502335,APP000010007552,R1028,PL1001,2018-05-28 7:44,Software,Priority 4,Low,Limited,2018-06-10 0:06,SG1114,Level 3,2018-05-30 6:59,Data Issue,170068,164077,,
INC000018003819,APP000010007299,R1016,PL1001,2018-02-07 0:14,Software,Priority 3,High,Limited,2018-02-18 0:13,SG1141,Level 2,2018-02-07 2:17,Data Issue,7397,0,,
INC000019206784,APP0006896,R1028,PL1002,2018-10-18 11:13,Software,Priority 4,Low,Limited,2018-10-29 0:07,SG1123,Level 1,2018-10-18 11:41,Connectivity,1669,0,,8.31E+17
INC000018694381,APP000010020925,R1001,PL1001,2018-07-04 20:16,Software,Priority 3,High,Limited,2018-08-11 0:04,SG1113,Level 2,2018-07-31 4:35,Data Issue,2276366,1340422,,
INC000019073611,APP000010027900,R1028,PL1001,2018-09-21 4:06,Software,Priority 3,High,Limited,2018-10-07 0:08,SG1112,Level 2,2018-09-26 4:52,Interface or Middleware,434750,0,,
INC000018817731,APP000010016112,R1028,PL1001,2018-07-31 2:27,Software,Priority 3,High,Limited,2018-08-12 0:02,SG1112,Level 2,2018-08-01 3:27,Data Issue,90006,0,,
INC000018284216,APP000010023266,R1001,PL1001,2018-04-12 0:57,Software,Priority 4,Low,Limited,2018-04-23 0:18,SG1123,Level 1,2018-04-12 1:32,User knowledge or training error,2130,0,,
INC000018858804,APP000010031290,R1028,PL1001,2018-08-08 6:32,Software,Priority 3,High,Limited,2018-10-06 0:00,SG1199,Level 2,2018-09-25 12:45,User knowledge or training error,4169562,0,,
INC000019049518,APP000010007300,R1016,PL1001,2018-09-17 8:06,Software,Priority 4,Low,Limited,2018-09-28 0:09,SG1123,Level 1,2018-09-17 8:21,User Access / Permission,899,0,,8.31E+17
INC000019049927,APP000010029495,R1024,PL1001,2018-09-17 9:08,Software,Priority 4,Medium,Limited,2018-09-30 0:00,SG1072,Level 2,2018-09-19 5:43,Change Implementation,160511,0,,
INC000018808491,APP000010026365,R1028,PL1001,2018-07-29 8:38,Software,Priority 4,Medium,Limited,2018-08-10 0:10,SG1116,Level 3,2018-07-30 3:19,Data Issue,67260,0,,
INC000019546004,APP0006052,R1024,PL1001,2018-12-31 2:41,Software,Priority 4,Low,Limited,2019-01-12 0:01,SG1040,Level 1,2019-01-01 6:14,Physical environmental failure,99209,0,,
INC000019370647,APP000010016140,R1001,PL1001,2018-11-21 21:42,Software,Priority 4,Low,Limited,2018-12-03 0:02,SG1005,Level 2,2018-11-22 1:49,User knowledge or training error,14798,0,,
INC000017838920,APP000010024042,R1007,PL1001,2018-01-03 18:01,Software,Priority 4,Low,Limited,2018-01-23 0:08,SG1084,Level 2,2018-01-12 16:23,User Access / Permission,771708,766948,,
INC000018786274,APP000010007552,R1028,PL1001,2018-07-24 7:47,Software,Priority 4,Medium,Limited,2018-08-06 0:05,SG1114,Level 3,2018-07-26 6:44,Data Issue,169047,69737,,
INC000018709453,APP000010023266,R1001,PL1001,2018-07-09 3:25,Software,Priority 3,High,Limited,2018-07-23 0:01,SG1024,Level 2,2018-07-12 1:53,Job Failure,253709,2397,,
INC000018976881,APP000010027488,R1001,PL1001,2018-09-02 22:35,Software,Priority 4,Low,Limited,2018-09-28 0:01,SG1034,Level 2,2018-09-17 11:19,User knowledge or training error,1255470,26529,,
INC000018241749,APP000010007299,R1016,PL1001,2018-04-03 6:04,Software,Priority 4,Low,Limited,2018-04-14 0:13,SG1141,Level 2,2018-04-03 6:17,User Access / Permission,817,0,,
INC000019404046,APP0006896,R1028,PL1002,2018-11-28 17:25,Software,Priority 4,Low,Limited,2018-12-09 0:08,SG1123,Level 1,2018-11-28 17:28,Connectivity,165,0,,8.31E+17
INC000018560290,APP000010020982,R1001,PL1001,2018-06-07 10:33,Software,Priority 4,Low,Limited,2018-06-25 0:04,SG1123,Level 1,2018-06-14 8:31,User knowledge or training error,597528,505204,,8.31E+17
INC000018935415,APP000010016112,R1028,PL1001,2018-08-24 2:33,Software,Priority 3,High,Limited,2018-09-07 0:03,SG1112,Level 2,2018-08-27 1:17,Connectivity,254644,0,,
INC000018804702,APP000010024042,R1007,PL1001,2018-07-27 10:05,Software,Priority 3,High,Limited,2018-08-10 0:02,SG1044,Level 1,2018-07-30 9:49,High Memory Utilization,258238,0,,
INC000018950265,APP000010007300,R1016,PL1001,2018-08-28 0:04,Software,Priority 4,Low,Limited,2018-09-08 0:08,SG1230,Level 1,2018-08-28 2:01,Configuration Error,7009,0,,8.31E+17
INC000019572062,APP000010027175,R1028,PL1001,2019-01-06 21:51,Software,Priority 4,Low,Limited,2019-01-17 0:02,SG1055,Level 1,2019-01-06 22:12,Data Issue,1289,0,,
INC000019609950,APP000010007299,R1016,PL1001,2019-01-13 19:39,Software,Priority 4,Low,Limited,2019-01-27 0:09,SG1062,Level 2,2019-01-16 6:53,Connectivity,213216,0,,8.31E+17
INC000018650564,APP000010021404,R1016,PL1001,2018-06-26 2:17,Software,Priority 4,Low,Limited,2018-07-13 0:10,SG1112,Level 2,2018-07-02 10:50,User Access / Permission,549184,0,,
INC000019372827,APP000010024042,R1007,PL1001,2018-11-22 6:46,Software,Priority 4,Low,Limited,2018-12-03 0:05,SG1123,Level 1,2018-11-22 7:02,User knowledge or training error,993,0,,8.31E+17
INC000018584070,APP0000629,R1044,PL1001,2018-06-12 11:36,Software,Priority 3,High,Limited,2018-06-25 0:13,SG1241,Level 2,2018-06-14 7:47,Data Issue,159085,0,,
INC000017992303,APP000010007552,R1028,PL1001,2018-02-05 4:22,Software,Priority 4,Medium,Limited,2018-02-17 0:08,SG1103,Level 2,2018-02-06 2:54,Job Failure,81099,0,,
INC000017983371,APP000010023266,R1001,PL1001,2018-02-02 2:19,Software,Priority 3,High,Limited,2018-03-18 0:01,SG1034,Level 2,2018-03-07 10:22,Data Issue,2880215,533214,,
INC000019442329,APP000010027488,R1001,PL1001,2018-12-05 12:34,Software,Priority 3,High,Limited,2018-12-18 0:01,SG1073,Level 2,2018-12-07 7:38,Connectivity,155051,0,,
INC000017876953,APP000010006077,R1016,PL1001,2018-01-11 4:09,Software,Priority 4,Medium,Limited,2018-03-16 0:10,SG1106,Level 2,2018-03-05 2:18,Data Issue,4572509,2752414,,
INC000018409715,APP000010022548,R1028,PL1001,2018-05-09 5:30,Software,Priority 4,Low,Limited,2018-05-27 0:09,SG1079,Level 2,2018-05-16 7:53,Data Issue,613392,172349,,
INC000017972590,APP000010027175,R1028,PL1001,2018-01-31 6:40,Software,Priority 4,Medium,Limited,2018-02-12 0:04,SG1116,Level 3,2018-02-01 4:34,Application Defect (SDLC activities),78823,0,,
INC000018978562,APP000010028855,R1016,PL1001,2018-09-03 5:02,Software,Priority 3,High,Limited,2018-09-22 0:00,SG1140,Level 2,2018-09-11 4:59,Data Issue,691035,0,,
INC000018075849,APP0006896,R1028,PL1002,2018-02-23 16:18,Software,Priority 4,Low,Limited,2018-03-27 0:11,SG1123,Level 1,2018-03-16 8:59,Connectivity,1784462,1120251,,8.31E+17
INC000019011331,APP000010021078,R1001,PL1001,2018-09-09 20:55,Software,Priority 3,High,Limited,2018-09-21 0:01,SG1024,Level 2,2018-09-10 3:14,Job Failure,22760,0,,
INC000018471991,APP000010007300,R1016,PL1001,2018-05-21 23:32,Software,Priority 4,Low,Limited,2018-06-22 0:18,SG1111,Level 1,2018-06-11 3:58,User knowledge or training error,1743958,0,,8.31E+17
INC000018535826,APP0006052,R1024,PL1001,2018-06-04 7:29,Software,Priority 4,Low,Limited,2018-06-15 0:18,SG1040,Level 1,2018-06-04 9:21,Interface or Middleware,6719,0,,
INC000018512607,APP000010007299,R1016,PL1001,2018-05-30 2:34,Software,Priority 3,High,Limited,2018-06-11 0:09,SG1141,Level 2,2018-05-31 7:13,Job Failure,103175,0,,
INC000019470539,APP0000629,R1044,PL1001,2018-12-11 7:53,Software,Priority 3,Medium,Large,2018-12-30 0:08,SG1062,Level 2,2018-12-19 3:05,Data Issue,673930,256660,,
INC000018284136,APP000010027488,R1001,PL1001,2018-04-12 0:45,Software,Priority 4,Low,Limited,2018-04-27 0:02,SG1034,Level 2,2018-04-16 21:59,Job Failure,422063,0,,
INC000019097629,APP000010029897,R1028,PL1001,2018-09-26 7:39,Software,Priority 3,High,Limited,2018-10-09 0:02,SG1112,Level 2,2018-09-28 5:36,Data Issue,165423,0,,
INC000018918427,APP000010022548,R1028,PL1001,2018-08-21 5:50,Software,Priority 4,Low,Limited,2018-09-03 0:07,SG1044,Level 1,2018-08-23 10:21,User Access / Permission,189044,165078,,
INC000019559035,APP000010027175,R1028,PL1001,2019-01-03 7:11,Software,Priority 4,Low,Limited,2019-01-14 0:03,SG1056,Level 2,2019-01-03 14:22,User Access / Permission,25813,12797,,
INC000019173002,APP0006896,R1028,PL1002,2018-10-11 13:56,Software,Priority 4,Low,Limited,2018-10-23 0:09,SG1123,Level 1,2018-10-12 12:34,User Access / Permission,81480,0,,
INC000019245600,APP000010021078,R1001,PL1001,2018-10-26 1:53,Software,Priority 3,High,Limited,2018-11-13 0:01,SG1024,Level 2,2018-11-02 0:04,Job Failure,598270,0,,
INC000019144298,APP0004852,R1028,PL1002,2018-10-05 11:49,Software,Priority 3,High,Limited,2018-10-16 0:15,SG1123,Level 1,2018-10-05 14:00,User Access / Permission,7812,0,,
INC000018435129,APP000010016112,R1028,PL1001,2018-05-15 1:16,Software,Priority 3,High,Limited,2018-05-27 0:03,SG1112,Level 2,2018-05-16 6:26,Data Issue,105025,0,,
INC000018002821,APP000010007300,R1016,PL1001,2018-02-06 17:06,Software,Priority 4,Low,Limited,2018-03-09 0:18,SG1111,Level 1,2018-02-26 6:57,Data Issue,1691448,0,,
INC000019325795,APP000010021404,R1016,PL1001,2018-11-13 6:12,Software,Priority 4,Low,Limited,2018-11-24 0:08,SG1112,Level 2,2018-11-13 6:25,Job Failure,745,0,,8.31E+17
INC000018589048,APP000010026393,R1028,PL1001,2018-06-13 8:50,Software,Priority 4,Medium,Limited,2018-06-25 0:05,SG1116,Level 3,2018-06-14 7:04,User Access / Permission,80039,0,,
INC000018015958,APP0006052,R1024,PL1001,2018-02-09 4:52,Software,Priority 4,Low,Limited,2018-02-20 0:06,SG1040,Level 1,2018-02-09 8:55,Connectivity,14569,12582,,
INC000018763129,APP000010016140,R1001,PL1001,2018-07-18 21:21,Software,Priority 4,Low,Limited,2018-07-29 0:03,SG1123,Level 1,2018-07-18 21:32,User knowledge or training error,644,0,,
INC000017961664,APP000010024042,R1007,PL1001,2018-01-29 12:40,Software,Priority 3,High,Limited,2018-02-11 0:09,SG1018,Level 2,2018-01-31 13:47,User knowledge or training error,176815,0,,
INC000018176586,APP0000629,R1044,PL1001,2018-03-19 5:16,Software,Priority 4,Medium,Limited,2018-04-07 0:16,SG1142,Level 1,2018-03-27 10:15,User Access / Permission,709148,589284,,
INC000018007717,APP000010007552,R1028,PL1001,2018-02-07 14:01,Software,Priority 4,Medium,Limited,2018-02-20 0:07,SG1103,Level 2,2018-02-09 3:12,Data Issue,133861,0,,
INC000018862671,APP000010023266,R1001,PL1001,2018-08-08 20:56,Software,Priority 3,High,Limited,2018-08-28 0:02,SG1024,Level 2,2018-08-17 3:34,Job Failure,715081,2615,,
INC000018337372,APP000010007299,R1016,PL1001,2018-04-24 2:38,Software,Priority 3,High,Limited,2018-05-05 0:12,SG1141,Level 2,2018-04-24 6:16,Job Failure,13101,0,,
INC000018996448,APP000010022548,R1028,PL1001,2018-09-05 21:43,Software,Priority 3,High,Limited,2018-09-24 0:07,SG1115,Level 3,2018-09-13 9:48,User Access / Permission,648279,0,,
INC000019754955,APP000010027175,R1028,PL1001,2019-02-12 11:49,Software,Priority 4,Low,Limited,2019-02-23 0:05,SG1055,Level 1,2019-02-12 16:39,User Access / Permission,17410,0,,
INC000018777950,APP0007004,R1007,PL1001,2018-07-23 4:09,Software,Priority 4,Low,Limited,2018-08-05 0:09,SG1123,Level 1,2018-07-25 13:56,User knowledge or training error,208019,177629,,8.31E+17
INC000018260222,APP000010007299,R1016,PL1001,2018-04-06 11:13,Software,Priority 3,High,Limited,2018-04-21 0:08,SG1141,Level 2,2018-04-10 2:02,Data Issue,312484,88857,,
